index_pairs,description_pairs,cosine_similarity_score
"(158, 3)","('alpin guid pant skin climb ice switch rock travers knifeedg ridg boogi back durabl weatherresist breathabl softshel pant keep stride everi mountain endeavor midweight stretchwoven polyest wont restrict move brush interior maintain nexttoskin comfort way zipper fli keep thing easi har gusset zipper cuff posit snap tiedown loop waterresist zipper pocket two front two thigh one back hip recycl common thread recycl program detail durabl stretchwoven polyest water windresist high breathabl brush interior nexttoskin comfort waistband elast back belt loop zipper fli extern pocket two front slash two gluedon thigh dwr durabl water repel treat zipper gusset adjust cuff two posit tiedown loop fabric oz denier polyest recycl spandex delug dwr finish recycl common thread recycl program weight g oz made vietnam', 'alpin guid pant skin climb ice switch rock travers knifeedg ridg boogi back durabl weatherresist breathabl softshel pant keep stride everi mountain endeavor midweight stretchwoven polyest wont restrict move brush interior maintain nexttoskin comfort way zipper fli keep thing easi har gusset zipper cuff posit snap tiedown loop waterresist zipper pocket two front two thigh one back hip recycl common thread recycl program detail durabl stretchwoven polyest recycl dwr durabl water repel finish water windresist high breathabl brush interior nexttoskin comfort waistband belt loop elast back way zipper fli extern pocket two front slash two gluedon thigh one back hip high waterresist dwrfinish zipper gusset zipper cuff posit adjust set tiedown loop fabric oz denier polyest recycl spandex delug dwr finish recycl common thread recycl program weight g oz made vietnam')",0.9612228952387921
"(196, 84)","('jkt made thrive thin technic climb full alpin condit new studi minim lightest layer hard shell soft pliabl waterproofbreath nylon ripstop fabric yield superb durabl weight protect monsoonseason precip summit ridg gust detail includ watertight zipper microfleecelin neck chin exterior zipper leftchest pocket zipper handwarm pocket serv doubleduti extend pit zip cuff adjust hookandloop closur singl pull adjust way helmetcompat hood lamin visor littl thing make life joy deal wooden finger glove hand torrenti spindrift slim fit technic use lighttomedium layer detail layer fabric waterproofbreath hno barrier delug dwr durabl water repel finish lamin visor minimalist singlepul wayadjust helmet compat hood microfleecelin neck chin comfort enhanc protect barrier watertight zipper wetweath perform zipper handwarm pocket extend pit zip ventil exterior zipper leftchest pocket selffabr hookandloop cuff closur drawcord hem fabric layer oz denier nylon ripstop waterproofbreath hno barrier delug dwr finish weight g oz made vietnam', 'jkt made thrive thin technic climb full alpin condit new studi minim lightest layer hard shell soft pliabl waterproofbreath nylon ripstop fabric yield superb durabl weight protect monsoonseason precip summit ridg gust detail includ watertight zipper microfleecelin neck chin exterior zipper leftchest pocket zipper handwarm pocket serv doubleduti extend pit zip cuff adjust hookandloop closur singl pull adjust way helmetcompat hood lamin visor littl thing make life joy deal wooden finger glove hand torrenti spindrift slim fit technic use lighttomedium layer detail layer fabric waterproofbreath hno barrier delug dwr durabl water repel finish singlepul wayadjust helmetcompat hood lamin visor microfleecelin neck chin comfort enhanc protect barrier watertight zipper wetweath perform zipper handwarm pocket extend pit zip ventil exterior leftchest zipper pocket selffabr hookandloop cuff closur drawcord hem fabric layer oz denier nylon ripstop waterproofbreath hno barrier delug dwr finish weight g oz made vietnam')",0.9748190254518658
"(208, 96)","('nine trail short mountain bike trail run fast pack get heart rate suit versatil women nine trail short lightweight fabric made denier allrecycl polyest spandex blend way stretch tough yet high breathabl treat delug dwr durabl water repel finish lightweight breathabl moisturewick builtin liner extend waistband interior drawcord provid comfort fit cut ampl coverag openknit crotch gusset vent excess heat two front pocket invis zipper closur stitchedthrough pocket bag give secur storag inseam size reflect heattransf logo graphic keep visibl recycl common thread recycl program detail suppl soft stretchwoven breathabl fabric resist snag recycl delug dwr durabl water repel finish weather protect lightweight breathabl moisturewick builtin liner extend waistband comfort fit interior drawcord two front pocket zipper closur stitch pocket bag secur storag openknit crotch gusset stay dri put end chafe reflect heattransf logo graphic inseam fabric bodi oz denier allrecycl polyest spandex way stretch delug dwr finish line oz microdeni polyest crepe moisturewick perform recycl common thread recycl program weight g oz made vietnam', 'nine trail short view trail sanctuari run mean freedom movement light versatil pareddown men nine trail short made lightweight denier allrecycl polyest spandex blend way stretch tough yet high breathabl treat delug dwr durabl water repel finish style ampl coverag stitchedthrough pocket bag stay put pocket two front one back close zipper secur storag openknit crotch gusset vent excess heat elimin chafe lightweight breathabl moisturewick builtin liner extend waistband interior drawcord finetun fit inseam size reflect heattransf logo reflect graphic keep visibl detail suppl soft stretchwoven breathabl fabric resist snag recycl delug dwr durabl water repel finish weather protect lightweight breathabl moisturewick builtin liner extend waistband comfort fit interior drawcord two front one back pocket zipper closur stitch pocket bag secur storag openknit crotch gusset stay dri put end chafe reflect heattransf logo graphic inseam fabric bodi oz denier allrecycl polyest spandex way stretch delug dwr finish line oz microdeni polyest crepe moisturewick perform recycl common thread recycl program weight g oz made vietnam')",0.7585720389987999
"(215, 119)","('simpl guid jkt skinin headlamp summit noon finish lateday crag newest lightest stretchwoven softshel jacket breath protect keep pace throughout high breathabl windresist doubleweav blend allrecycl polyest spandex delug dwr durabl water repel finish move move moistur stay durabl detail microfleecelin neck wind flap zipper handwarm pocket elastic cuff drawcord hem recycl common thread recycl program detail high breathabl windresist stretchwoven softshel fabric delug dwr durabl water repel finish microfleecelin neck wind flap nexttoskin comfort zipper handwarm pocket elastic cuff drawcord hem fabric oz allrecycl polyest spandex doubl weav delug dwr finish recycl common thread recycl program weight g oz made thailand', 'simpl guid jkt skinin headlamp summit noon finish lateday crag newest lightest stretchwoven softshel jacket breath protect keep pace throughout high breathabl windresist doubleweav blend allrecycl polyest spandex delug dwr durabl water repel finish move move moistur stay durabl detail microfleecelin neck wind flap zipper leftchest handwarm pocket elastic cuff drawcord hem recycl common thread recycl program detail high breathabl windresist stretchwoven softshel fabric delug dwr durabl water repel finish microfleecelin neck wind flap nexttoskin comfort zipper exterior leftchest pocket zipper handwarm pocket elastic cuff drawcord hem fabric oz allrecycl polyest spandex doubl weav delug dwr finish recycl common thread recycl program weight g oz made thailand')",0.9673808722877809
"(219, 7)","('solid betina btm fullest coverag bottom betina fit highest across hip slight scoop line front made hardwear blend nylon spandex detail fullest coverag bottom fit highest across hip full front back coverag regular rise improv fabric fabric oz nylon spandex weight g oz made usa', 'print band betina btm fullest coverag bottom betina fit highest across hip slight scoop line front made blend nylon spandex detail fullest coverag bottom fit highest across hip full front back coverag regular rise improv fabric fabric oz nylon spandex weight g oz made usa')",0.8786802451694385
"(231, 142)","('travers jkt sun set air cold three rug mile lie warm car good motiv zip lightweight travers pick pace high breathabl soft shell made fastdri allrecycl polyest spandex fabric way stretch delug dwr durabl water repel finish protect wet weather jacket featur includ meshlin zipthrough standup collar zipper garag full zip wind flap elasticband cuff drawcord waist hem slight drop tail two zipper handwarm pocket zipper pocket left bicep mp cord passthrough reflect logo front back graphic cuff keep visibl recycl common thread recycl program detail fastdri stretchwoven polyest soft shell durabl deliv way stretch delug dwr durabl water repel finish weather protect meshlin zipthrough standup collar full zip wind flap zipper garag zipper handwarm pocket zip pocket left bicep interior mp cord passthrough elasticband cuff drawcord hem slight drop tail reflect logo front chest center back fabric oz denier allrecycl polyest spandex way mechan stretch delug dwr finish recycl common thread recycl program weight g oz made vietnam', 'travers jkt train routin number bicycl indian peak run much pawne pass scrambl shoshoni peak return ride home soak hot tub start plan number lightweight high breathabl travers keep stride entir way fastdri allrecycl polyest spandex fabric way stretch delug dwr durabl water repel finish protect wet weather jacket featur includ meshlin zipthrough standup collar zipper garag fullfront zip wind flap elast band cuff drawcord waist hem slight drop tail two zipper handwarm pocket zipper pocket left bicep mp cord passthrough reflect logo front back graphic cuff keep visibl recycl common thread recycl program detail fast dri stretchwoven polyest soft shell durabl deliv way mechan stretch delug dwr durabl water repel finish meshlin zipthrough standup collar full zip wind flap zipper garag zipper handwarm pocket zip pocket left bicep interior mp cord passthrough elast band cuff drawcord waist hem slight drop tail reflect logo graphic cuff front back fabric oz denier allrecycl polyest spandex way mechan stretch delug dwr durabl water repel finish recycl common thread recycl program weight g oz made vietnam')",0.5748561120011184
"(241, 221)","('print bibiana top athlet bibiana top racerback style wont imped shoulder blade movement paddl swim line front elast underbust band secur support lowcut front prevent water wash remov sideentri soft cup made blend nylon spandex detail racerback style line front elast underbust band support remov sideentri soft cup improv fabric fabric oz nylon spandex weight g oz made usa', 'solid bibiana top athlet bibiana top racerback style wont imped shoulder blade movement paddl swim line front elast underbust band secur support lowcut front prevent water wash remov sideentri soft cup made blend nylon spandex detail racerback style line front elast underbust band support remov sideentri soft cup improv fabric fabric oz nylon spandex weight g oz made usa')",0.9726833498669984
"(246, 214)","('seren tight soft stretchi unrestrict mobil mat seren tight fit close waist hip contour slight flare ankl adjust waist roll hide mini key pocket made oz organ cotton spandex knit inseam size detail soft organ cotton comfort breathabl spandex mobil adjust waist roll onseam stealth mini keypocket waist slim contour leg fit slight flare hem regular rise inseam fabric oz organ cotton spandex knit weight g oz made thailand', 'seren tight long soft stretchi unrestrict mobil mat seren tight fit close waist hip contour slight flare ankl adjust waist roll hide mini key pocket made oz organ cotton spandex knit inseam size detail soft organ cotton comfort breathabl spandex mobil adjust waist roll onseam stealth mini keypocket waist slim contour leg fit slight flare hem regular rise inseam fabric oz organ cotton spandex knit weight g oz made thailand')",0.9906552381967928
"(251, 242)","('solid boucau halter top boucau soft tie neck back adjust person fit wide underbust band offer ampl support contour dart add shape remov soft pad smooth line clean look made blend nylon spandex detail soft tie around neck back line front wide elast support band bust contour dart add shape remov sideentri soft cup improv fabric fabric oz nylon spandex weight g oz made usa', 'print boucau halter top boucau soft tie neck back adjust person fit wide underbust band offer ampl support contour dart add shape remov soft pad smooth line clean look made blend nylon spandex detail soft tie around neck back line front wide elast support band bust contour dart add shape remov sideentri soft cup improv fabric fabric oz nylon spandex weight g oz made usa')",0.9742878657934738
"(252, 243)","('solid kupala top fix triangl bikini top kupala adjust crossov tie cinch keep togeth pressur small pleat add shape line front remov soft pad made durabl blend nylon spandex detail fix triangl swim top adjust tie crossov back line front center pleat add shape remov sideentri soft cup fabric oz nylon spandex weight g oz made usa', 'print kupala top fix triangl bikini top kupala adjust crossov tie cinch keep togeth pressur small pleat add shape line front remov soft pad made durabl blend nylon spandex detail fix triangl swim top adjust tie crossov back line front center pleat add shape remov sideentri soft cup fabric oz nylon spandex weight g oz made usa')",0.9732419035561529
"(259, 199)","('merino crew lightest merino layer silkysoft yet high durabl jerseyknit made merino wool spun around allrecycl polyest core supercomfort warm temperatur beneath layer cooler one offer great technic perform natur resist odor move moistur away skin improv dri time regul bodi temperatur maintain consist stretch neck smooth selffabr bind invit ventil still cover bra slowwash merino nexttoskin soft machinewash cold lay flat dri recycl common thread recycl program detail slowwash merino wool resist odor natur insul even wet durabl stretch provid superior perform soft microngaug yarn jerseyknit construct luxuri hand allrecycl polyest core wick moistur wool next skin control odor soft scoop necklin ventil still cover bra selffabr neck bind comfort straight hem machinewash cold lay flat dri fabric oz g micron chlorinefre merino wool allrecycl polyest recycl common thread recycl program weight g oz made usa', 'merino graphic tshirt feel good laugh lightest merino layer silkysoft yet high durabl jerseyknit made merino wool spun around allrecycl polyest core supercomfort warm temperatur beneath layer cooler one offer great technic perform natur resist odor move moistur away skin improv dri time regul bodi temperatur maintain consist stretch neck smooth selffabr bind invit ventil still cover bra slowwash merino nexttoskin soft machinewash cold lay flat dri recycl common thread recycl program detail slowwash merino wool resist odor natur insul even wet durabl stretch provid superior perform soft microngaug yarn jerseyknit construct luxuri hand allrecycl polyest core wick moistur wool next skin control odor soft scoop necklin ventil still cover bra selffabr neck bind comfort soft graphic print doesnt imped perform straight hem machinewash cold lay flat dri fabric oz g micron chlorinefre merino wool allrecycl polyest recycl common thread recycl program weight g oz made usa')",0.9198320892253258
"(259, 200)","('merino crew lightest merino layer silkysoft yet high durabl jerseyknit made merino wool spun around allrecycl polyest core supercomfort warm temperatur beneath layer cooler one offer great technic perform natur resist odor move moistur away skin improv dri time regul bodi temperatur maintain consist stretch neck smooth selffabr bind invit ventil still cover bra slowwash merino nexttoskin soft machinewash cold lay flat dri recycl common thread recycl program detail slowwash merino wool resist odor natur insul even wet durabl stretch provid superior perform soft microngaug yarn jerseyknit construct luxuri hand allrecycl polyest core wick moistur wool next skin control odor soft scoop necklin ventil still cover bra selffabr neck bind comfort straight hem machinewash cold lay flat dri fabric oz g micron chlorinefre merino wool allrecycl polyest recycl common thread recycl program weight g oz made usa', 'merino tank finespun cool enough lower temperatur open trail run heat crag laiki street market silkysoft yet high durabl jerseyknit tank made merino wool spun around allrecycl polyest core supercomfort warm temperatur beneath layer cooler one offer great technic perform natur resist odor move moistur away skin improv dri time regul bodi temperatur maintain consist stretch neck smooth selffabr bind invit ventil still cover bra slowwash merino nexttoskin soft machinewash cold lay flat dri recycl common thread recycl program detail slowwash merino wool resist odor natur insul even wet durabl stretch provid superior perform soft microngaug yarn jerseyknit construct luxuri hand allrecycl polyest core wick moistur wool next skin control odor soft scoop necklin ventil still cover bra selffabr neck armhol bind comfort straight hem machinewash cold lay flat dri fabric oz g micron chlorinefre merino wool allrecycl polyest recycl common thread recycl program weight g oz made usa')",0.8563935795633133
"(261, 254)","('print suname btm stayput suname fit straight across hip full coverag back line front made formfit blend nylon spandex detail full coverag line front fit straight across hip regular rise improv fabric fabric oz nylon spandex weight g oz made usa', 'solid suname btm stayput suname fit straight across hip full coverag back line front made formfit blend nylon spandex detail full coverag line front fit straight across hip regular rise improv fabric fabric oz nylon spandex weight g oz made usa')",0.9485598913462209
"(264, 199)","('merino tshirt soft worth linger lightest merino layer made merino wool spun around allrecycl polyest core supercomfort warm temperatur beneath layer cooler one silki yet high durabl jerseyknit offer great technic perform natur resist odor move moistur away skin improv dri time regul bodi temperatur maintain consist stretch neck smooth selffabr bind invit ventil still cover bra slowwash merino nexttoskin soft machinewash cold lay flat dri recycl common thread recycl program detail slowwash merino wool resist odor natur insul even wet durabl stretch provid superior perform soft microngaug yarn jerseyknit construct luxuri hand allrecycl polyest core wick moistur wool next skin control odor soft scoop necklin ventil still cover bra selffabr neck bind comfort straight hem machinewash cold lay flat dri fabric oz g micron chlorinefre merino wool allrecycl polyest recycl common thread recycl program weight g oz made usa', 'merino graphic tshirt feel good laugh lightest merino layer silkysoft yet high durabl jerseyknit made merino wool spun around allrecycl polyest core supercomfort warm temperatur beneath layer cooler one offer great technic perform natur resist odor move moistur away skin improv dri time regul bodi temperatur maintain consist stretch neck smooth selffabr bind invit ventil still cover bra slowwash merino nexttoskin soft machinewash cold lay flat dri recycl common thread recycl program detail slowwash merino wool resist odor natur insul even wet durabl stretch provid superior perform soft microngaug yarn jerseyknit construct luxuri hand allrecycl polyest core wick moistur wool next skin control odor soft scoop necklin ventil still cover bra selffabr neck bind comfort soft graphic print doesnt imped perform straight hem machinewash cold lay flat dri fabric oz g micron chlorinefre merino wool allrecycl polyest recycl common thread recycl program weight g oz made usa')",0.8777075265091827
"(264, 200)","('merino tshirt soft worth linger lightest merino layer made merino wool spun around allrecycl polyest core supercomfort warm temperatur beneath layer cooler one silki yet high durabl jerseyknit offer great technic perform natur resist odor move moistur away skin improv dri time regul bodi temperatur maintain consist stretch neck smooth selffabr bind invit ventil still cover bra slowwash merino nexttoskin soft machinewash cold lay flat dri recycl common thread recycl program detail slowwash merino wool resist odor natur insul even wet durabl stretch provid superior perform soft microngaug yarn jerseyknit construct luxuri hand allrecycl polyest core wick moistur wool next skin control odor soft scoop necklin ventil still cover bra selffabr neck bind comfort straight hem machinewash cold lay flat dri fabric oz g micron chlorinefre merino wool allrecycl polyest recycl common thread recycl program weight g oz made usa', 'merino tank finespun cool enough lower temperatur open trail run heat crag laiki street market silkysoft yet high durabl jerseyknit tank made merino wool spun around allrecycl polyest core supercomfort warm temperatur beneath layer cooler one offer great technic perform natur resist odor move moistur away skin improv dri time regul bodi temperatur maintain consist stretch neck smooth selffabr bind invit ventil still cover bra slowwash merino nexttoskin soft machinewash cold lay flat dri recycl common thread recycl program detail slowwash merino wool resist odor natur insul even wet durabl stretch provid superior perform soft microngaug yarn jerseyknit construct luxuri hand allrecycl polyest core wick moistur wool next skin control odor soft scoop necklin ventil still cover bra selffabr neck armhol bind comfort straight hem machinewash cold lay flat dri fabric oz g micron chlorinefre merino wool allrecycl polyest recycl common thread recycl program weight g oz made usa')",0.8099591414124293
"(264, 259)","('merino tshirt soft worth linger lightest merino layer made merino wool spun around allrecycl polyest core supercomfort warm temperatur beneath layer cooler one silki yet high durabl jerseyknit offer great technic perform natur resist odor move moistur away skin improv dri time regul bodi temperatur maintain consist stretch neck smooth selffabr bind invit ventil still cover bra slowwash merino nexttoskin soft machinewash cold lay flat dri recycl common thread recycl program detail slowwash merino wool resist odor natur insul even wet durabl stretch provid superior perform soft microngaug yarn jerseyknit construct luxuri hand allrecycl polyest core wick moistur wool next skin control odor soft scoop necklin ventil still cover bra selffabr neck bind comfort straight hem machinewash cold lay flat dri fabric oz g micron chlorinefre merino wool allrecycl polyest recycl common thread recycl program weight g oz made usa', 'merino crew lightest merino layer silkysoft yet high durabl jerseyknit made merino wool spun around allrecycl polyest core supercomfort warm temperatur beneath layer cooler one offer great technic perform natur resist odor move moistur away skin improv dri time regul bodi temperatur maintain consist stretch neck smooth selffabr bind invit ventil still cover bra slowwash merino nexttoskin soft machinewash cold lay flat dri recycl common thread recycl program detail slowwash merino wool resist odor natur insul even wet durabl stretch provid superior perform soft microngaug yarn jerseyknit construct luxuri hand allrecycl polyest core wick moistur wool next skin control odor soft scoop necklin ventil still cover bra selffabr neck bind comfort straight hem machinewash cold lay flat dri fabric oz g micron chlorinefre merino wool allrecycl polyest recycl common thread recycl program weight g oz made usa')",0.9316887052820444
